	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
270196	GUT_GENOME270197	ZeeviD_2015__PNP_Main_299__bin.26	CIBIO	MAG	2173023	295	10520	53.98	88.58	1.34	0.04	0.0	0.0	0.0	18		GUT_GENOME007797	MGYG-HGUT-00362	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	ERS971937	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-003/MGYG-HGUT-00362/genomes1/GUT_GENOME270197.gff.gz
70629	GUT_GENOME070630	ERS396363_70	HGM	MAG	2732371	135	42199	37.56	95.61	4.86	0.12	0.0	0.0	0.0	14		GUT_GENOME000237	MGYG-HGUT-00060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	ERS396363	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00060/genomes4/GUT_GENOME070630.gff.gz
52180	GUT_GENOME052181	ERR209655_bin.16	EBI	MAG	1074178	231	5242	46.47	61.29	0.9	0.06	0.0	22.96	0.0	14	ERZ967634	GUT_GENOME268399	MGYG-HGUT-04337	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium sp000436095	ERS199249	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04337/genomes1/GUT_GENOME052181.gff.gz
110983	GUT_GENOME110984	LeChatelierE_2013__MH0198__bin.31	CIBIO	MAG	3096051	108	40110	43.34	96.42	0.67	0.29	0.0	0.0	0.0	14		GUT_GENOME154595	MGYG-HGUT-02609	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385	ERS328907	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02609/genomes1/GUT_GENOME110984.gff.gz
252598	GUT_GENOME252599	XieH_2016__YSZC12003_35697__bin.64	CIBIO	MAG	2359906	275	13455	29.33	99.06	0.0	0.2	0.0	0.0	0.0	15		GUT_GENOME000196	MGYG-HGUT-00045	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	ERS746733	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00045/genomes3/GUT_GENOME252599.gff.gz
47637	GUT_GENOME047638	ERR1912967_bin.22	EBI	MAG	1608542	33	105120	62.47	78.19	0.0	0.02	0.0	21.4	0.0	20	ERZ867291	GUT_GENOME280620	MGYG-HGUT-04526	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	ERS1647289	ERP019674	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-045/MGYG-HGUT-04526/genomes1/GUT_GENOME047638.gff.gz
166346	GUT_GENOME166347	SRR1197718_bin.21	EBI	MAG	2509096	34	109903	51.54	90.66	0.0	0.0	0.0	0.0	0.0	19	ERZ985736	GUT_GENOME009249	MGYG-HGUT-00409	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__QALS01;s__QALS01 sp003150575	SRS576041	SRP040146	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-004/MGYG-HGUT-00409/genomes1/GUT_GENOME166347.gff.gz
210370	GUT_GENOME210371	SRR6028514_bin.15	EBI	MAG	1312763	300	4718	55.63	61.21	0.0	0.63	0.0	0.0	0.0	8	ERZ981391	GUT_GENOME112856	MGYG-HGUT-01866	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	SRS1905766	SRP096283	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-018/MGYG-HGUT-01866/genomes1/GUT_GENOME210371.gff.gz
156096	GUT_GENOME156097	QinN_2014__LD-55__bin.38	CIBIO	MAG	3889326	137	47798	41.87	82.58	0.19	0.11	0.0	0.0	0.0	18		GUT_GENOME143505	MGYG-HGUT-02478	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	ERS475321	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02478/genomes3/GUT_GENOME156097.gff.gz
198838	GUT_GENOME198839	SRR5275431_bin.7	EBI	MAG	1969642	125	25516	41.09	95.89	0.67	0.17	91.6	21.33	10.63	18	ERZ843083	GUT_GENOME001659	MGYG-HGUT-00258	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	SRS1993557	SRP100446	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00258/genomes3/GUT_GENOME198839.gff.gz
110814	GUT_GENOME110815	LeChatelierE_2013__MH0191__bin.34	CIBIO	MAG	2576733	56	72907	44.63	89.93	0.0	0.28	0.0	0.0	0.0	14		GUT_GENOME001379	MGYG-HGUT-00231	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	ERS328902	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00231/genomes1/GUT_GENOME110815.gff.gz
74918	GUT_GENOME074919	ERS396519_9	HGM	MAG	2383530	279	14841	55.81	93.96	0.67	0.23	84.03	0.0	0.0	16		GUT_GENOME001016	MGYG-HGUT-00185	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	ERS396519	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00185/genomes2/GUT_GENOME074919.gff.gz
81475	GUT_GENOME081476	ERS537215_16	HGM	MAG	1909383	112	27251	42.23	64.0	2.34	0.24	0.0	0.0	0.0	14		GUT_GENOME140235	MGYG-HGUT-02279	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena_B	ERS537215	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02279/genomes1/GUT_GENOME081476.gff.gz
102868	GUT_GENOME102869	HMP_2012__SRS050925__bin.68	CIBIO	MAG	1923437	370	6494	43.27	84.84	0.46	0.04	0.0	0.0	0.0	10		GUT_GENOME140786	MGYG-HGUT-02321	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	SRS050925	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02321/genomes2/GUT_GENOME102869.gff.gz
25774	GUT_GENOME025775	CosteaPI_2017__SID713B043-11-90-0__bin.4	CIBIO	MAG	2115451	416	6539	38.66	86.92	0.8	0.11	94.96	0.0	33.3	10		GUT_GENOME001023	MGYG-HGUT-00187	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003537285	ERS1444590	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00187/genomes1/GUT_GENOME025775.gff.gz
30060	GUT_GENOME030061	ERR1018230_bin.54	EBI	MAG	3344002	52	100517	43.26	98.11	0.99	0.02	0.0	0.0	10.94	20	ERZ860497	GUT_GENOME000682	MGYG-HGUT-00144	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	ERS848663	ERP012177	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00144/genomes2/GUT_GENOME030061.gff.gz
25497	GUT_GENOME025498	CosteaPI_2017__SID713B037-11-0-0__bin.1	CIBIO	MAG	1036897	78	26744	34.1	52.83	0.0	0.01	0.0	0.0	0.0	7		GUT_GENOME000109	MGYG-HGUT-00026	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	ERS1444581	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00026/genomes1/GUT_GENOME025498.gff.gz
207829	GUT_GENOME207830	SRR5963282_bin.19	EBI	MAG	1355896	13	132586	69.07	61.14	0.0	0.0	0.0	0.0	0.0	12	ERZ989303	GUT_GENOME177196	MGYG-HGUT-02900	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces urogenitalis	SRS2455877	SRP114966	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-029/MGYG-HGUT-02900/genomes1/GUT_GENOME207830.gff.gz
215068	GUT_GENOME215069	SRS022524_5	HGM	MAG	2099672	688	3391	41.53	76.51	2.88	0.69	0.0	0.0	0.0	16		GUT_GENOME000735	MGYG-HGUT-00154	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp900066395	SRS022524	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00154/genomes2/GUT_GENOME215069.gff.gz
273556	GUT_GENOME273557	ZeeviD_2015__PNP_Main_447__bin.8	CIBIO	MAG	1042694	95	21180	37.75	58.15	0.67	0.15	0.0	0.0	0.0	8		GUT_GENOME147149	MGYG-HGUT-02528	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	ERS972085	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02528/genomes5/GUT_GENOME273557.gff.gz
78935	GUT_GENOME078936	ERS473291_12	HGM	MAG	2217484	453	6400	60.09	84.92	2.04	0.08	75.63	0.0	0.0	17		GUT_GENOME000367	MGYG-HGUT-00084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	ERS473291	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00084/genomes1/GUT_GENOME078936.gff.gz
244086	GUT_GENOME244087	VincentC_2016__MM083.2__bin.1	CIBIO	MAG	2034037	103	33290	39.16	97.22	0.51	0.03	0.0	0.0	0.0	19		GUT_GENOME231503	MGYG-HGUT-03374	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia	SRS1101372	SRP064400	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-033/MGYG-HGUT-03374/genomes1/GUT_GENOME244087.gff.gz
131349	GUT_GENOME131350	LouisS_2016__AS51_0__bin.16	CIBIO	MAG	2522479	42	82330	43.94	79.32	0.0	0.01	0.0	0.0	5.5	14		GUT_GENOME001471	MGYG-HGUT-00242	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M sp000431375			Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00242/genomes1/GUT_GENOME131350.gff.gz
58927	GUT_GENOME058928	ERR525740_bin.12	EBI	MAG	1728518	46	47553	42.73	88.54	0.07	0.13	0.0	0.0	0.0	8	ERZ900295	GUT_GENOME001139	MGYG-HGUT-00199	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B	ERS473075	ERP005989	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00199/genomes1/GUT_GENOME058928.gff.gz
228596	GUT_GENOME228597	SRS294876_25	HGM	MAG	1097505	633	1775	58.48	58.89	0.94		0.0	0.0	0.0	8		GUT_GENOME143188	MGYG-HGUT-02447	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Dakarella;s__	SRS294876	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02447/genomes1/GUT_GENOME228597.gff.gz
141423	GUT_GENOME141424	PATRIC_1333582_3	PATRIC/IMG	Isolate	5387086	221	66446	59.14	99.88	0.19		94.96	90.08	95.45	20	1333582.3	GUT_GENOME141425	MGYG-HGUT-02350	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_I	SAMN02436894	PRJNA203056	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02350/genomes1/GUT_GENOME141424.gff.gz
63541	GUT_GENOME063542	ERR589527_bin.29	EBI	MAG	2397051	80	49672	45.22	93.51	0.0	0.02	0.0	23.16	0.0	13	ERZ876034	GUT_GENOME147164	MGYG-HGUT-02530	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	ERS537199	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02530/genomes3/GUT_GENOME063542.gff.gz
278672	GUT_GENOME278673	ZeeviD_2015__PNP_Main_717__bin.31	CIBIO	MAG	2170980	183	20162	53.25	90.73	2.13	0.03	0.0	0.0	0.0	19		GUT_GENOME238522	MGYG-HGUT-03656	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	ERS972355	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03656/genomes2/GUT_GENOME278673.gff.gz
197301	GUT_GENOME197302	SRR5127675_bin.26	EBI	MAG	482917	143	3427	28.97	54.49	0.0	0.02	0.0	0.0	0.0	4	ERZ932576	GUT_GENOME256853	MGYG-HGUT-04117	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp001916775	SRS1876542	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04117/genomes1/GUT_GENOME197302.gff.gz
219622	GUT_GENOME219623	SRS148159_88	HGM	MAG	3183787	221	42186	40.75	98.66	2.68	0.07	0.0	0.0	4.55	17		GUT_GENOME001241	MGYG-HGUT-00209	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	SRS148159	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00209/genomes1/GUT_GENOME219623.gff.gz
127735	GUT_GENOME127736	LiuW_2016__SRR3992986__bin.37	CIBIO	MAG	1060131	298	3769	46.53	61.28	0.0	0.59	0.0	0.0	0.0	11		GUT_GENOME266586	MGYG-HGUT-04323	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	SRS1596799	SRP080787	Mongolia	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04323/genomes5/GUT_GENOME127736.gff.gz
113029	GUT_GENOME113030	LeChatelierE_2013__MH0415__bin.87	CIBIO	MAG	4376906	105	95800	46.43	96.8	1.92	0.12	0.0	0.0	0.0	19		GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328964	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes12/GUT_GENOME113030.gff.gz
142709	GUT_GENOME142710	PATRIC_197_11636	PATRIC/IMG	Isolate	1621574	773	3707	30.21	92.6	4.18		0.0	99.74	99.38	20	197.11636	GUT_GENOME142853	MGYG-HGUT-02422	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	SAMN06888293	PRJNA312235	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02422/genomes1/GUT_GENOME142710.gff.gz
206248	GUT_GENOME206249	SRR5580046_bin.29	EBI	MAG	1823324	32	70033	53.94	93.96	0.0	0.26	91.6	24.53	12.92	17	ERZ975222	GUT_GENOME067489	MGYG-HGUT-01029	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-010/MGYG-HGUT-01029/genomes1/GUT_GENOME206249.gff.gz
247262	GUT_GENOME247263	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.39	CIBIO	MAG	2464868	94	36817	44.97	91.72	0.0	0.09	0.0	0.0	0.0	18		GUT_GENOME147164	MGYG-HGUT-02530	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	ERS1066703	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02530/genomes3/GUT_GENOME247263.gff.gz
253921	GUT_GENOME253922	XieH_2016__YSZC12003_36011__bin.12	CIBIO	MAG	2585937	25	186352	58.46	99.52	0.0	0.01	0.0	0.0	0.0	20		GUT_GENOME096301	MGYG-HGUT-01429	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii	ERS746749	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-014/MGYG-HGUT-01429/genomes1/GUT_GENOME253922.gff.gz
214918	GUT_GENOME214919	SRS020869_33	HGM	MAG	3978022	82	106774	43.96	60.23	1.72	0.05	0.0	0.0	0.0	16		GUT_GENOME000944	MGYG-HGUT-00174	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	SRS020869	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00174/genomes1/GUT_GENOME214919.gff.gz
69958	GUT_GENOME069959	ERS396336_42	HGM	MAG	1724698	371	6757	38.44	91.72	2.07	0.61	89.92	0.0	0.0	14		GUT_GENOME019375	MGYG-HGUT-00646	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	ERS396336	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-006/MGYG-HGUT-00646/genomes1/GUT_GENOME069959.gff.gz
135308	GUT_GENOME135309	NielsenHB_2014__O2_UC35_0__bin.28	CIBIO	MAG	2751233	117	59223	32.45	97.99	0.67	0.1	0.0	0.0	0.0	13		GUT_GENOME000658	MGYG-HGUT-00139	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000434315	ERS199223	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00139/genomes1/GUT_GENOME135309.gff.gz
256701	GUT_GENOME256702	XieH_2016__YSZC12003_37126__bin.70	CIBIO	MAG	4991379	95	117119	41.66	96.47	0.19	0.27	0.0	0.0	0.0	19		GUT_GENOME143505	MGYG-HGUT-02478	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	ERS746863	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02478/genomes4/GUT_GENOME256702.gff.gz
218944	GUT_GENOME218945	SRS142712_2	HGM	MAG	4267507	55	121283	45.07	93.27	0.77	0.01	0.0	11.74	0.0	19		GUT_GENOME143131	MGYG-HGUT-02438	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	SRS142712	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02438/genomes7/GUT_GENOME218945.gff.gz
212109	GUT_GENOME212110	SRR6257445_bin.2	EBI	MAG	2179116	12	517478	52.51	99.05	0.59	0.0	0.0	0.0	10.7	20	ERZ829381	GUT_GENOME004459	MGYG-HGUT-00303	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense_A	SRS1417035	SRP074153	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-003/MGYG-HGUT-00303/genomes1/GUT_GENOME212110.gff.gz
127022	GUT_GENOME127023	LiuW_2016__SRR3992956__bin.29	CIBIO	MAG	1541955	380	4551	57.81	72.1	0.0	0.85	0.0	0.0	0.0	14		GUT_GENOME225259	MGYG-HGUT-03318	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus massiliensis	SRS1596769	SRP080787	Mongolia	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-033/MGYG-HGUT-03318/genomes1/GUT_GENOME127023.gff.gz
251131	GUT_GENOME251132	XieH_2016__YSZC12003_35391__bin.70	CIBIO	MAG	2219428	262	12949	56.96	95.03	1.88	0.05	0.0	0.0	0.0	18		GUT_GENOME220136	MGYG-HGUT-03288	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	ERS746831	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-032/MGYG-HGUT-03288/genomes1/GUT_GENOME251132.gff.gz
209780	GUT_GENOME209781	SRR6028413_bin.16	EBI	MAG	2239960	388	7050	57.12	83.32	3.15	0.3	89.92	46.58	11.42	19	ERZ980769	GUT_GENOME026702	MGYG-HGUT-00743	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp000434635	SRS1905620	SRP096283	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00743/genomes1/GUT_GENOME209781.gff.gz
164913	GUT_GENOME164914	SRR1196634_bin.10	EBI	MAG	1619680	35	68681	61.34	84.92	0.67	0.09	89.92	0.0	0.0	16	ERZ983792	GUT_GENOME042389	MGYG-HGUT-00877	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	SRS575987	SRP040146	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00877/genomes1/GUT_GENOME164914.gff.gz
